"effect_id","status","location","implemented","notes"
"1","covered_by_stat_changes",""
"2","missing",""
"3","missing",""
"4","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
"5","missing",""
"6","missing",""
"7","missing",""
"8","missing",""
 "2","explicit","scripts/status_system/status_system.gml (explicit handling)"
"10","missing",""
"11","covered_by_stat_changes",""
"12","covered_by_stat_changes",""
 "3","explicit","scripts/status_system/status_system.gml (explicit handling)"
"17","covered_by_stat_changes",""
"18","missing",""
"19","covered_by_stat_changes",""
"20","covered_by_stat_changes",""
"21","covered_by_stat_changes",""
"24","covered_by_stat_changes",""
"25","covered_by_stat_changes",""
"26","missing",""
"27","missing",""
"28","missing",""
"29","missing",""
"30","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
"31","missing",""
"32","explicit","scripts/battle_actions/battle_actions.gml (explicit damage handling - OHKO)"
"33","missing",""
"34","missing",""
"35","missing",""
"36","missing",""
"37","missing",""
"38","missing",""
"39","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
"40","missing",""
"41","missing",""
"42","missing",""
"43","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
 "34","explicit","scripts/status_system/status_system.gml (explicit handling)"
"45","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
"46","missing",""
"47","missing",""
"48","missing",""
"49","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
"50","missing",""
"51","covered_by_stat_changes",""
"52","covered_by_stat_changes",""
 "43","explicit","scripts/status_system/status_system.gml (explicit handling)"
"54","covered_by_stat_changes",""
"55","covered_by_stat_changes",""
"58","missing",""
"59","covered_by_stat_changes",""
"60","covered_by_stat_changes",""
"61","covered_by_stat_changes",""
"62","covered_by_stat_changes",""
 "50","explicit","scripts/status_system/status_system.gml (explicit handling)"
"66","missing",""
"67","missing",""
"68","missing",""
"69","explicit","scripts/battle_actions/battle_actions.gml (explicit damage handling)"
"70","covered_by_stat_changes",""
"71","covered_by_stat_changes",""
"72","covered_by_stat_changes",""
"73","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
"74","covered_by_stat_changes",""
"75","missing",""
"76","missing",""
"77","missing",""
"78","explicit","scripts/PokemonDataLoaders/PokemonDataLoaders.gml (fallback mappings)"
 "67","explicit","scripts/status_system/status_system.gml (explicit handling)"
"80","missing",""
 "68","explicit","scripts/status_system/status_system.gml (explicit handling)"
"82","explicit","scripts/battle_actions/battle_actions.gml (explicit damage handling)"
"83","missing",""
"84","missing",""
"85","missing",""
"86","missing",""
"87","missing",""
"88","missing",""
"89","missing",""
"90","missing",""
"91","missing",""
"92","missing",""
"93","missing",""
"94","missing",""
